,Glucose,Ethanol,Acetate,Maltose
YIR037W,0.19001,0.06446,0.06327,0.09617
YIR038C,0.26097,0.08542,0.06096,0.16224
YIR039C,0.01195,0.00775,0.00740,0.00335
YIR041W,0.04095,0.00375,0.00259,0.00790
YIR042C,0.00612,0.00171,0.00203,0.00257
YIL003W,0.03899,0.01890,0.01700,0.01949
YIL002C,0.01696,0.00790,0.00816,0.00537
YIL001W,0.01137,0.00517,0.00619,0.00300
YIR001C,0.00577,0.00234,0.00207,0.00242
YIR002C,0.02211,0.01142,0.01036,0.00642
YIR003W,0.04615,0.02646,0.01740,0.01659
YIR004W,0.01592,0.00643,0.00707,0.00684
YIR005W,0.01159,0.00537,0.00649,0.00403
YIR006C,0.05248,0.02970,0.02036,0.01982
YIR007W,0.01084,0.00533,0.00370,0.00286
YIR008C,0.03288,0.01352,0.01487,0.01092
YIR009W,0.00942,0.00286,0.00266,0.00324
YIR010W,0.02258,0.00951,0.00983,0.00733
YIR011C,0.06597,0.02606,0.02605,0.02993
YIR012W,0.10561,0.03274,0.04227,0.04625
YIR013C,0.00053,0.00034,0.00031,0.00027
YIR014W,0.00962,0.00392,0.00370,0.00422
YIR015W,0.00382,0.00036,0.00056,0.00159
YIR016W,0.37804,0.08259,0.07048,0.17748
YIR017C,0.07809,0.02475,0.02020,0.02549
YIR018W,0.01400,0.00542,0.00522,0.00695
YIR019C,0.00826,0.00384,0.00359,0.00557
YIL024C,0.04803,0.02051,0.02150,0.02276
YIL023C,0.06107,0.02172,0.02096,0.02151
YIL022W,0.05251,0.01715,0.01316,0.01840
YIL021W,0.05717,0.01854,0.02004,0.02518
YIL020C,0.00826,0.00328,0.00348,0.00299
YIL019W,0.00461,0.00157,0.00146,0.00130
YIL017C,0.01144,0.00452,0.00346,0.00510
YIL016W,0.02036,0.00551,0.00699,0.00530
YIL015W,0.05051,0.01764,0.01685,0.01559
YIL015C-A,0.02866,0.01547,0.01503,0.00747
YIL014W,0.02985,0.01640,0.01320,0.00970
YIL013C,0.00735,0.00382,0.00370,0.00229
YIL012W,0.00118,0.00076,0.00048,0.00053
YIL011W,0.06796,0.01971,0.01695,0.04460
YIL010W,0.03149,0.01163,0.01062,0.00989
YIL009C-A,0.01508,0.00920,0.00978,0.00603
YIL009W,0.00864,0.00412,0.00514,0.00290
YIL008W,0.05285,0.02139,0.02655,0.01746
YIL007C,0.01644,0.00641,0.00626,0.00570
YIL006W,0.01199,0.00560,0.00506,0.00409
YIL005W,0.04610,0.01989,0.01893,0.01484
YIL004C,0.02916,0.01200,0.01254,0.01127
YIL047C,0.12697,0.05297,0.05161,0.06017
YIL046W,0.03586,0.01499,0.01311,0.01151
YIL045W,0.01293,0.00561,0.00406,0.00508
YIL044C,0.01788,0.00623,0.00604,0.00457
YIL043C,0.31892,0.14219,0.13162,0.14729
YIL042C,0.05212,0.02551,0.01609,0.02166
YIL041W,0.08827,0.03985,0.02923,0.03088
YIL040W,0.03332,0.01565,0.01715,0.00987
YIL039W,0.09297,0.02619,0.02329,0.04417
YIL038C,0.02156,0.01031,0.00885,0.00716
YIL037C,0.01609,0.00589,0.00631,0.00513
YIL036W,0.01987,0.01025,0.00627,0.00667
YIL035C,0.02699,0.01065,0.01102,0.00936
YIL034C,0.03811,0.01373,0.01272,0.01432
YIL033C,0.16842,0.04888,0.03366,0.08439
YIL032C,0.00300,0.00191,0.00106,0.00067
YIL031W,0.00409,0.00167,0.00131,0.00157
YIL030C,0.06146,0.02471,0.02212,0.02129
YIL029C,0.00084,0.00052,0.00045,0.00022
YIL028W,0.00236,0.00032,0.00033,0.00071
YIL027C,0.12513,0.04756,0.05759,0.05009
YIL026C,0.01182,0.00399,0.00422,0.00325
YIL025C,0.00051,0.00043,0.00007,0.00017
YIL072W,0.00241,0.00094,0.00079,0.00087
YIL071C,0.00270,0.00125,0.00101,0.00150
YIL070C,0.13165,0.05261,0.05311,0.06235
YIL068C,0.04289,0.01408,0.01197,0.01290
YIL067C,0.01709,0.00777,0.00555,0.00536
YIL065C,0.09764,0.03433,0.03423,0.02717
YIL064W,0.02260,0.00724,0.00805,0.00658
YIL063C,0.01462,0.00535,0.00608,0.00591
YIL062C,0.31564,0.10077,0.09217,0.15223
YIL061C,0.00310,0.00145,0.00096,0.00119
YIL060W,0.00246,0.00082,0.00083,0.00105
YIL059C,0.00741,0.00250,0.00189,0.00532
YIL058W,0.00191,0.00152,0.00132,0.00117
YIL057C,0.53455,0.24988,0.20485,0.36281
YIL056W,0.01529,0.00861,0.00809,0.00737
YIL055C,0.01479,0.00683,0.00484,0.00542
YIL054W,0.00184,0.00072,0.00099,0.00072
YIL053W,0.10053,0.05397,0.04360,0.03944
YIL052C,0.57338,0.21682,0.22598,0.32458
YIL051C,0.17728,0.06611,0.05494,0.08647
YIL050W,0.02050,0.00724,0.00660,0.00584
YIL049W,0.00937,0.00423,0.00405,0.00220
YIL048W,0.02842,0.01419,0.01432,0.01037
YIL096C,0.02755,0.00826,0.01161,0.00861
YIL095W,0.00235,0.00084,0.00116,0.00054
YIL094C,0.15408,0.04735,0.04848,0.07405
YIL093C,0.01482,0.00542,0.00466,0.00666
YIL092W,0.00356,0.00172,0.00162,0.00171
YIL091C,0.01082,0.00306,0.00447,0.00325
YIL090W,0.01182,0.00524,0.00492,0.00481
YIL089W,0.00693,0.00295,0.00243,0.00350
YIL088C,0.03388,0.02105,0.02107,0.01267
YIL087C,0.11040,0.04090,0.03488,0.05708
YIL086C,0.00138,0.00055,0.00076,0.00055
YIL085C,0.02733,0.01119,0.01030,0.00850
YIL084C,0.00172,0.00098,0.00078,0.00089
YIL083C,0.03407,0.02443,0.02316,0.01160
YIL080W,0.00466,0.00212,0.00305,0.00156
YIL079C,0.00300,0.00113,0.00108,0.00085
YIL078W,0.09327,0.03521,0.03438,0.03575
YIL077C,0.01133,0.00639,0.00529,0.00446
YIL076W,0.03672,0.01385,0.01575,0.01308
YIL075C,0.12242,0.05695,0.04950,0.04445
YIL074C,0.04887,0.01736,0.01797,0.01961
YIL073C,0.00547,0.00246,0.00255,0.00128
YIL119C,0.02178,0.00794,0.00733,0.00619
YIL118W,0.02351,0.00605,0.00668,0.00573
YIL117C,0.06845,0.01990,0.02514,0.01970
YIL116W,0.04374,0.01649,0.01478,0.02749
YIL115C,0.02052,0.01014,0.00926,0.00527
YIL114C,0.01558,0.00415,0.00412,0.00438
YIL113W,0.01107,0.00571,0.00293,0.00650
YIL112W,0.02011,0.00878,0.00727,0.00716
YIL111W,0.00421,0.00107,0.00098,0.00171
YIL110W,0.01503,0.00503,0.00715,0.00560
YIL109C,0.03494,0.01270,0.01086,0.01177
YIL108W,0.03213,0.02413,0.01882,0.01474
YIL107C,0.07772,0.01719,0.01119,0.02627
YIL105C,0.01060,0.00498,0.00492,0.00374
YIL104C,0.00584,0.00171,0.00192,0.00129
YIL103W,0.02435,0.00726,0.00958,0.01073
YIL102C,0.00015,0.00032,0.00007,0.00010
YIL101C,0.02503,0.01823,0.00903,0.01076
YIL100W,0.00087,0.00035,0.00060,0.00042
YIL099W,0.01529,0.01140,0.00862,0.00797
YIL098C,0.02730,0.00823,0.00854,0.01121
YIL097W,0.00611,0.00345,0.00287,0.00243
YIL141W,0.00264,0.00112,0.00101,0.00180
YIL140W,0.01963,0.01063,0.00823,0.00654
YIL139C,0.00153,0.00065,0.00145,0.00052
YIL138C,0.02283,0.00693,0.00596,0.00712
YIL137C,0.00772,0.00316,0.00330,0.00212
YIL136W,0.19495,0.10302,0.08156,0.12536
YIL135C,0.01985,0.00846,0.00855,0.00967
YIL134W,0.00983,0.00345,0.00283,0.00259
YIL133C,0.53996,0.25731,0.24932,0.24870
YIL132C,0.00295,0.00109,0.00058,0.00099
YIL131C,0.01924,0.00662,0.00532,0.00512
YIL130W,0.01465,0.00776,0.00901,0.00377
YIL129C,0.04799,0.02126,0.01805,0.01617
YIL128W,0.00981,0.00433,0.00488,0.00265
YIL127C,0.04418,0.01579,0.01902,0.01653
YIL126W,0.01512,0.00589,0.00484,0.00557
YIL125W,0.28597,0.18016,0.15241,0.14801
YIL124W,0.37698,0.12073,0.09034,0.19130
YIL123W,0.08685,0.02440,0.02219,0.02452
YIL122W,0.00710,0.00149,0.00144,0.00222
YIL121W,0.00606,0.00409,0.00379,0.00230
YIL120W,0.00583,0.00220,0.00239,0.00124
YIL165C,0.05423,0.01973,0.01500,0.02174
YIL164C,0.03705,0.00593,0.00348,0.01409
YIL163C,0.00055,0.00044,0.00040,0.00023
YIL161W,0.04454,0.01741,0.01879,0.01759
YIL160C,0.29198,0.12587,0.09129,0.13057
YIL159W,0.00140,0.00096,0.00110,0.00045
YIL158W,0.03864,0.01136,0.01303,0.01289
YIL157C,0.05793,0.01885,0.02059,0.02588
YIL156W,0.00366,0.00090,0.00119,0.00071
YIL155C,0.31108,0.10232,0.09183,0.12146
YIL154C,0.03386,0.01704,0.01133,0.01675
YIL153W,0.05311,0.02066,0.01140,0.01674
YIL152W,0.04056,0.01670,0.01232,0.01732
YIL151C,0.00688,0.00219,0.00221,0.00259
YIL150C,0.00113,0.00041,0.00058,0.00062
YIL149C,0.02138,0.01015,0.00964,0.00690
YIL148W,0.21898,0.11535,0.11066,0.10189
YIL147C,0.02535,0.00733,0.00648,0.00547
YIL146C,0.01479,0.00615,0.00525,0.00399
YIL145C,0.00829,0.00288,0.00276,0.00205
YIL144W,0.00054,0.00025,0.00053,0.00028
YIL143C,0.00930,0.00334,0.00297,0.00297
YIL142W,0.17776,0.06096,0.05237,0.06406
CEN8,0.00019,0.00052,0.00012,0.00017
SNR32,0.00101,0.00070,0.00081,0.00042
SNR71,0.01403,0.00757,0.00855,0.00718
YIL176C,0.07683,0.01510,0.01414,0.02002
YIL171W,0.00514,0.00242,0.00172,0.00389
YIL168W,0.00183,0.00057,0.00034,0.00065
YIL167W,0.00505,0.00174,0.00184,0.00211
YIL166C,0.00600,0.00291,0.00252,0.00235
YHR077C,0.02659,0.01257,0.01124,0.00954
YHR209W,0.01102,0.00289,0.00232,0.00467
YHR196W,0.01480,0.00410,0.00665,0.00480
YHR197W,0.04567,0.01210,0.01303,0.01443
YHR198C,0.02249,0.00594,0.00479,0.00602
YHR199C,0.04726,0.02051,0.01874,0.02911
YHR200W,0.22646,0.07885,0.05597,0.09029
YHR201C,0.03538,0.01208,0.01169,0.01359
YHR202W,0.05228,0.01677,0.01441,0.02877
YHR204W,0.02435,0.01250,0.01153,0.01060
YHR205W,0.03472,0.01501,0.01316,0.01570
YHR206W,0.02834,0.01120,0.00829,0.01209
YHR207C,0.03453,0.01059,0.01210,0.01758
YHR208W,0.13085,0.04939,0.04436,0.05914
YHR210C,0.00613,0.00310,0.00241,0.02144
YHR216W,0.07064,0.03112,0.03637,0.01639
YHR218W,0.01937,0.00686,0.00369,0.01279
YHL046w-a,0.00064,0.00033,0.00020,0.00039
YHL030w-a,0.00680,0.00388,0.00539,0.00302
YHL006w-a,0.00026,0.00008,0.00005,0.00013
YHL002c-a,0.00318,0.00130,0.00088,0.00122
YHR056w-a,0.00058,0.00017,0.00014,0.00026
YHR063w-a,0.00596,0.00357,0.00503,0.00300
YHR070c-a,0.00060,0.00076,0.00014,0.00017
YHR131w-a,0.00004,0.00003,0.00003,0.00013
YHR173C,0.00158,0.00114,0.00163,0.00057
YHR174W,0.49932,0.16129,0.14170,0.26626
YHR175W,0.08485,0.02469,0.02765,0.03467
YHR176W,0.01137,0.00486,0.00352,0.00280
YHR177W,0.00170,0.00083,0.00069,0.00127
YHR178W,0.01495,0.00405,0.00302,0.00413
YHR179W,0.09213,0.03103,0.02030,0.03711
YHR180W,0.01242,0.00599,0.00489,0.00495
YHR181W,0.06002,0.02759,0.02255,0.02189
YHR182W,0.01130,0.00606,0.00397,0.00452
YHR183W,0.40329,0.07532,0.06726,0.17358
YHR184W,0.00987,0.00753,0.00752,0.00339
YHR185C,0.00083,0.00027,0.00022,0.00042
YHR186C,0.02279,0.01003,0.00795,0.00824
YHR187W,0.00471,0.00238,0.00207,0.00248
YHR188C,0.02023,0.00986,0.00853,0.00744
YHR189W,0.00153,0.00081,0.00054,0.00056
YHR190W,0.19164,0.04550,0.03443,0.08665
YHR191C,0.02806,0.01079,0.01349,0.01297
YHR192W,0.02362,0.01239,0.01251,0.00900
YHR193C,0.45071,0.19411,0.16865,0.21273
YHR194W,0.02321,0.01096,0.00830,0.00780
YHR195W,0.07823,0.02433,0.02017,0.03833
YHR151C,0.01331,0.00589,0.00529,0.00489
YHR152W,0.03141,0.01189,0.01009,0.01191
YHR153C,0.00385,0.00156,0.00126,0.00130
YHR154W,0.01064,0.00414,0.00407,0.00302
YHR155W,0.00807,0.00381,0.00234,0.00253
YHR156C,0.00564,0.00244,0.00255,0.00233
YHR157W,0.00265,0.00160,0.00119,0.00109
YHR158C,0.00735,0.00433,0.00377,0.00302
YHR159W,0.00386,0.00194,0.00129,0.00163
YHR160C,0.00423,0.00261,0.00207,0.00184
YHR161C,0.09433,0.04115,0.03350,0.04896
YHR162W,0.23461,0.12705,0.11417,0.12672
YHR163W,0.17362,0.03141,0.02670,0.07680
YHR164C,0.00861,0.00315,0.00266,0.00228
YHR165C,0.02914,0.00849,0.00758,0.01022
YHR166C,0.00986,0.00292,0.00349,0.00285
YHR167W,0.00592,0.00195,0.00170,0.00183
YHR168W,0.01342,0.00449,0.00365,0.00553
YHR169W,0.03800,0.01186,0.01295,0.01721
YHR170W,0.06150,0.01242,0.01681,0.01968
YHR171W,0.01971,0.00950,0.00729,0.00799
YHR172W,0.01005,0.00298,0.00375,0.00378
YHR129C,0.00783,0.00445,0.00279,0.00187
YHR130C,0.00706,0.00421,0.00493,0.00290
YHR131C,0.01432,0.00342,0.00313,0.00485
YHR132C,0.12340,0.04530,0.03704,0.05799
YHR133C,0.07061,0.02274,0.02291,0.03745
YHR134W,0.00331,0.00126,0.00154,0.00130
YHR135C,0.14012,0.06088,0.05441,0.06404
YHR136C,0.01635,0.00172,0.00154,0.00127
YHR137W,0.08475,0.03403,0.03306,0.03389
YHR138C,0.41626,0.16841,0.13933,0.27877
YHR139C,0.08372,0.00573,0.00673,0.05680
YHR139C-A,0.00024,0.00055,0.00014,0.00032
YHR140W,0.00966,0.00810,0.00560,0.00397
YHR142W,0.06739,0.02108,0.01760,0.02589
YHR143W,0.19305,0.06117,0.04731,0.11158
YHR143W-A,0.06054,0.01718,0.01921,0.01988
YHR144C,0.03668,0.01615,0.01648,0.01235
YHR145C,0.00183,0.00090,0.00105,0.00038
YHR146W,0.09663,0.03607,0.03029,0.04422
YHR147C,0.04284,0.02122,0.02185,0.01483
YHR148W,0.01498,0.00369,0.00364,0.00506
YHR149C,0.00948,0.00389,0.00418,0.00257
YHR150W,0.01304,0.00632,0.00536,0.00409
YHR108W,0.07379,0.02463,0.02812,0.02667
YHR109W,0.00606,0.00295,0.00262,0.00215
YHR110W,0.04334,0.01618,0.01619,0.01537
YHR111W,0.01932,0.00555,0.00491,0.00550
YHR112C,0.09419,0.02655,0.02481,0.04049
YHR113W,0.04906,0.02099,0.01876,0.01751
YHR114W,0.01866,0.00803,0.00562,0.00595
YHR115C,0.01621,0.00611,0.00563,0.00397
YHR116W,0.02236,0.00867,0.00834,0.00767
YHR117W,0.00557,0.00208,0.00201,0.00150
YHR118C,0.00277,0.00104,0.00115,0.00083
YHR119W,0.01822,0.00839,0.00753,0.00590
YHR120W,0.00820,0.00350,0.00350,0.00325
YHR121W,0.07323,0.01899,0.02514,0.02893
YHR122W,0.02083,0.01098,0.01013,0.00973
YHR123W,0.00648,0.00238,0.00235,0.00213
YHR124W,0.00782,0.00337,0.00314,0.00230
YHR125W,0.00071,0.00066,0.00086,0.00037
YHR126C,0.02364,0.00169,0.00128,0.01689
YHR127W,0.02649,0.00760,0.00729,0.00990
YHR128W,0.06523,0.02266,0.02072,0.02285
YHR087W,0.07602,0.01658,0.00731,0.05179
YHR088W,0.01712,0.00659,0.00685,0.00643
YHR089C,0.22815,0.05059,0.04569,0.09507
YHR090C,0.01399,0.00690,0.00652,0.00722
YHR091C,0.04770,0.01956,0.01872,0.01903
YHR092C,0.01875,0.00179,0.00234,0.00202
YHR093W,0.00241,0.00118,0.00109,0.00084
YHR094C,0.00378,0.00105,0.00165,0.00081
YHR095W,0.00233,0.00142,0.00173,0.00095
YHR096C,0.32544,0.22753,0.19256,0.19128
YHR097C,0.03404,0.01081,0.00868,0.01739
YHR098C,0.02938,0.00993,0.00969,0.00849
YHR099W,0.02674,0.01249,0.01223,0.01010
YHR100C,0.02214,0.00980,0.01091,0.00595
YHR101C,0.01086,0.00339,0.00406,0.00511
YHR102W,0.01333,0.00643,0.00549,0.00422
YHR103W,0.02065,0.00768,0.00851,0.00613
YHR104W,0.08177,0.02344,0.01817,0.04377
YHR105W,0.00110,0.00042,0.00063,0.00130
YHR106W,0.11133,0.05745,0.04425,0.05710
YHR107C,0.00960,0.00382,0.00404,0.00283
YHR065C,0.03268,0.00845,0.00901,0.01041
YHR066W,0.02661,0.00906,0.00910,0.01019
YHR067W,0.02166,0.00613,0.00728,0.00469
YHR068W,0.04483,0.01119,0.01298,0.01697
YHR069C,0.01826,0.00642,0.00592,0.00679
YHR070W,0.01905,0.00340,0.00358,0.00537
YHR071W,0.05804,0.02449,0.00735,0.04028
YHR072W,0.07531,0.02513,0.02385,0.03447
YHR073W,0.00405,0.00156,0.00094,0.00120
YHR074W,0.02405,0.01012,0.00975,0.00796
YHR075C,0.00928,0.00373,0.00411,0.00427
YHR076W,0.02862,0.01276,0.01269,0.01111
YHR078W,0.02047,0.00887,0.00983,0.00898
YHR079C,0.00362,0.00180,0.00129,0.00157
YHR079C-A,0.00057,0.00026,0.00014,0.00008
YHR080C,0.02568,0.01116,0.00868,0.00959
YHR081W,0.01328,0.00436,0.00600,0.00474
YHR082C,0.02707,0.00887,0.00744,0.00941
YHR083W,0.01959,0.00764,0.00722,0.00634
YHR084W,0.01287,0.00447,0.00378,0.00349
YHR085W,0.01236,0.00452,0.00397,0.00431
YHR086W,0.02865,0.00783,0.00623,0.01029
YHR040W,0.00788,0.00350,0.00302,0.00332
YHR041C,0.04867,0.01178,0.00737,0.01366
YHR042W,0.05640,0.02397,0.02082,0.03440
YHR043C,0.03204,0.00492,0.00561,0.01197
YHR044C,0.00084,0.00024,0.00064,0.00051
YHR045W,0.03891,0.02146,0.02014,0.01681
YHR046C,0.01157,0.00356,0.00356,0.00258
YHR047C,0.02646,0.01330,0.00979,0.00778
YHR048W,0.00148,0.00076,0.00049,0.00059
YHR049W,0.03975,0.00850,0.01306,0.01919
YHR049C-A,0.00200,0.00116,0.00154,0.00065
YHR050W,0.05447,0.02538,0.02417,0.01904
YHR051W,0.40267,0.15798,0.15639,0.18470
YHR052W,0.03073,0.00747,0.01031,0.00987
YHR053C,0.78892,0.50672,0.47600,0.69629
YHR054C,0.02299,0.01118,0.01154,0.00882
YHR057C,0.27870,0.16010,0.11071,0.12863
YHR058C,0.01308,0.00372,0.00252,0.00435
YHR059W,0.01773,0.00601,0.00564,0.00547
YHR060W,0.02572,0.01014,0.00924,0.01066
YHR061C,0.00704,0.00299,0.00261,0.00224
YHR062C,0.02393,0.00761,0.00639,0.00845
YHR063C,0.04096,0.01651,0.01570,0.01362
YHR064C,0.10265,0.02760,0.03074,0.04436
YHR020W,0.07126,0.02246,0.02606,0.03278
YHR021C,0.72652,0.35015,0.35519,0.41871
YHR021W-A,0.00005,0.00003,0.00002,0.00002
YHR022C,0.00190,0.00012,0.00025,0.00065
YHR023W,0.00791,0.00330,0.00305,0.00182
YHR024C,0.01169,0.00324,0.00297,0.00253
YHR025W,0.13087,0.06352,0.04072,0.06085
YHR026W,0.18478,0.09102,0.08881,0.07748
YHR027C,0.07262,0.03571,0.02883,0.03106
YHR028C,0.07161,0.03896,0.03385,0.02594
YHR029C,0.03055,0.01176,0.00758,0.01831
YHR030C,0.05791,0.01431,0.01273,0.02470
YHR031C,0.00807,0.00374,0.00325,0.00276
YHR032W,0.00911,0.00212,0.00157,0.00242
YHR033W,0.07328,0.02058,0.01889,0.02979
YHR034C,0.01436,0.00563,0.00459,0.00423
YHR035W,0.00417,0.00142,0.00158,0.00126
YHR036W,0.00843,0.00205,0.00175,0.00249
YHR037W,0.07303,0.03454,0.03356,0.03448
YHR038W,0.01831,0.00510,0.00607,0.00782
YHR039C,0.05373,0.02273,0.02108,0.02445
YHR039C-B,0.30954,0.13614,0.12169,0.16474
YHL001W,0.20406,0.06972,0.07875,0.09088
YHR001W,0.07094,0.02793,0.02455,0.02837
YHR001W-A,0.21526,0.10397,0.10208,0.08705
YHR002W,0.02228,0.01097,0.01018,0.00688
YHR003C,0.02361,0.00630,0.00714,0.00774
YHR004C,0.01048,0.00355,0.00331,0.00347
YHR005C,0.02274,0.01159,0.01208,0.00934
YHR005C-A,0.20904,0.06859,0.07265,0.09697
YHR006W,0.04272,0.01308,0.00971,0.01704
YHR007C,0.63805,0.27316,0.22219,0.50347
YHR008C,0.30300,0.09302,0.06875,0.15601
YHR009C,0.05541,0.02724,0.02636,0.02321
YHR010W,0.24670,0.08496,0.09482,0.17396
YHR011W,0.01087,0.00451,0.00412,0.00286
YHR012W,0.02206,0.00685,0.00617,0.01032
YHR013C,0.01731,0.00744,0.00540,0.00529
YHR014W,0.00095,0.00061,0.00086,0.00039
YHR015W,0.01726,0.00335,0.00464,0.00496
YHR016C,0.02553,0.00831,0.00477,0.00958
YHR017W,0.01967,0.01387,0.01314,0.00835
YHR018C,0.29119,0.11732,0.06868,0.15401
YHR019C,0.11501,0.05672,0.04585,0.05818
YHL023C,0.00712,0.00460,0.00439,0.00263
YHL022C,0.00221,0.00046,0.00074,0.00024
YHL021C,0.02086,0.00942,0.00623,0.01126
YHL020C,0.15881,0.05293,0.04192,0.06739
YHL019C,0.01836,0.00759,0.00639,0.00661
YHL018W,0.00137,0.00033,0.00037,0.00059
YHL017W,0.01734,0.00827,0.00600,0.00670
YHL016C,0.01667,0.02200,0.01380,0.01065
YHL015W,0.39512,0.13829,0.13615,0.21166
YHL014C,0.00699,0.00206,0.00261,0.00223
YHL013C,0.01988,0.00933,0.00806,0.00738
YHL012W,0.00028,0.00008,0.00024,0.00007
YHL011C,0.07981,0.02788,0.03151,0.02287
YHL010C,0.00108,0.00038,0.00016,0.00059
YHL009C,0.00262,0.00067,0.00075,0.00114
YHL008C,0.00851,0.00442,0.00295,0.00274
YHL007C,0.01405,0.00597,0.00472,0.00360
YHL006C,0.00613,0.00264,0.00216,0.00208
YHL005C,0.00069,0.00029,0.00015,0.00031
YHL004W,0.01781,0.00983,0.00808,0.00625
YHL003C,0.00407,0.00177,0.00219,0.00185
YHL002W,0.03516,0.01604,0.01289,0.01149
SNR7-L,0.00220,0.00072,0.00102,0.00155
YHL047C,0.00022,0.00032,0.00025,0.00036
YHL046C,0.04125,0.01075,0.01063,0.01931
YHL044W,0.00072,0.00063,0.00045,0.00046
YHL043W,0.00198,0.00128,0.00122,0.00082
YHL042W,0.00307,0.00184,0.00182,0.00117
YHL041W,0.00100,0.00037,0.00044,0.00041
YHL040C,0.01533,0.00461,0.01137,0.00929
YHL039W,0.00801,0.00371,0.00338,0.00328
YHL038C,0.00409,0.00265,0.00220,0.00161
YHL037C,0.00191,0.00061,0.00071,0.00095
YHL036W,0.01759,0.00953,0.00792,0.00670
YHL035C,0.00421,0.00199,0.00232,0.00180
YHL034C,0.24120,0.06247,0.06423,0.09200
YHL033C,0.57881,0.18099,0.16396,0.27849
YHL032C,0.12033,0.04204,0.03611,0.03587
YHL031C,0.07140,0.02307,0.01905,0.02488
YHL030W,0.01166,0.00508,0.00459,0.00366
YHL029C,0.05335,0.02298,0.02145,0.02193
YHL028W,0.00654,0.00418,0.00279,0.00299
YHL027W,0.15821,0.04665,0.03803,0.08406
YHL026C,0.01163,0.00469,0.00290,0.00440
YHL025W,0.10432,0.01608,0.01107,0.03940
YHL024W,0.05708,0.03301,0.02587,0.02090
SNR39,0.00198,0.00030,0.00032,0.00101
SNR39b,0.00088,0.00052,0.00060,0.00047
SNR46,0.00231,0.00124,0.00122,0.00061
SNR48,0.00084,0.00086,0.00121,0.00035
YGR275W,0.05768,0.02044,0.01670,0.02182
YGR276C,0.05539,0.02212,0.02014,0.02376
YGR277C,0.09379,0.03390,0.02488,0.04160
YGR278W,0.00815,0.00274,0.00263,0.00307
YGR279C,0.39550,0.19493,0.16459,0.18247
YGR280C,0.05636,0.01334,0.01132,0.01811
YGR281W,0.01459,0.00587,0.00436,0.00582
YGR282C,0.34484,0.12450,0.11635,0.17468
YGR283C,0.01946,0.00878,0.01096,0.00626
YGR284C,0.06279,0.02329,0.02527,0.02430
YGR285C,0.13130,0.05105,0.04698,0.04151
YGR286C,0.10722,0.07155,0.06767,0.04830
YGR287C,0.00404,0.00154,0.00223,0.02081
YGR288W,0.01102,0.00306,0.00237,0.00403
YGR289C,0.13316,0.00982,0.00820,0.43223
YGR290W,0.00233,0.00040,0.00026,0.00486
YGR291C,0.00013,0.00011,0.00008,0.00020
YGR293C,0.00082,0.00051,0.00067,0.00055
YGR294W,0.05561,0.01073,0.00856,0.01732
YGR122C-A,0.00958,0.00675,0.00949,0.00401
YGL006w-a,0.00057,0.00036,0.00008,0.00016
YGR254W,0.83965,0.28184,0.20689,0.57343
YGR255C,0.02785,0.00828,0.00717,0.01021
YGR256W,0.08522,0.01532,0.00857,0.04800
YGR257C,0.04975,0.02487,0.02344,0.01816
YGR258C,0.01241,0.00508,0.00436,0.00367
YGR259C,0.00298,0.00117,0.00090,0.00095
YGR260W,0.14639,0.03519,0.03469,0.04807
YGR261C,0.04858,0.01564,0.01308,0.02278
YGR262C,0.01050,0.00364,0.00342,0.00335
YGR263C,0.01811,0.01103,0.00970,0.00729
YGR264C,0.12352,0.03541,0.04362,0.07311
YGR265W,0.00017,0.00005,0.00036,0.00024
YGR266W,0.02616,0.01034,0.01088,0.00911
YGR267C,0.04051,0.01268,0.01128,0.01876
YGR268C,0.03766,0.01044,0.00753,0.01541
YGR269W,0.00123,0.00055,0.00068,0.00035
YGR270W,0.01994,0.00638,0.00547,0.00677
YGR271W,0.00561,0.00224,0.00270,0.00176
YGR272C,0.01720,0.00625,0.00569,0.00654
YGR273C,0.00063,0.00031,0.00023,0.00022
YGR274C,0.03503,0.01747,0.01695,0.01149
YGR231C,0.11525,0.03675,0.03638,0.05131
YGR232W,0.07716,0.03008,0.02717,0.03243
YGR233C,0.05599,0.03104,0.02542,0.01630
YGR234W,0.27036,0.14890,0.16138,0.16987
YGR235C,0.22730,0.08646,0.08931,0.11681
YGR236C,0.09469,0.02733,0.02313,0.08251
YGR237C,0.00725,0.00347,0.00323,0.00263
YGR238C,0.01109,0.00532,0.00417,0.00350
YGR239C,0.05208,0.02762,0.03702,0.01982
YGR240C,0.19170,0.05690,0.04660,0.08395
YGR241C,0.03760,0.01741,0.01568,0.01346
YGR242W,0.00118,0.00049,0.00039,0.00027
YGR243W,0.47668,0.26450,0.22130,0.26727
YGR244C,0.27675,0.10997,0.08441,0.10893
YGR245C,0.01535,0.00425,0.00436,0.00462
YGR246C,0.03151,0.01167,0.01014,0.01012
YGR247W,0.00574,0.00235,0.00276,0.00335
YGR248W,0.15310,0.04459,0.01930,0.09469
YGR249W,0.00202,0.00098,0.00065,0.00090
YGR250C,0.10906,0.07756,0.05800,0.05428
YGR251W,0.01503,0.00494,0.00430,0.00632
YGR252W,0.01510,0.00318,0.00310,0.00255
YGR253C,0.08053,0.02933,0.02704,0.03292
YGR209C,0.20893,0.09826,0.08656,0.10728
YGR210C,0.03233,0.01354,0.00929,0.00942
YGR211W,0.03348,0.00863,0.00798,0.01493
YGR212W,0.00186,0.00087,0.00117,0.00069
