,MA_020,MA_023,MA_027,MA_030,MA_032,MA_034
YDR489W,0.00137,0.00074,0.00159,0.00135,0.00157,0.00146
YDR490C,0.00264,0.00281,0.00382,0.00348,0.00387,0.00391
YDR491C,0.00723,0.00890,0.00711,0.01159,0.01104,0.00901
YDR492W,0.00002,0.00001,0.00003,0.00002,0.00002,0.00002
YDR493W,0.00003,0.00003,0.00001,0.00004,0.00004,0.00004
YDR494W,0.00026,0.00009,0.00057,0.00040,0.00037,0.00037
YDR495C,0.00019,0.00007,0.00040,0.00031,0.00033,0.00029
YDR496C,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001
YDR497C,0.00008,0.00005,0.00007,0.00009,0.00009,0.00007
YDR498C,0.00292,0.00346,0.00348,0.00336,0.00346,0.00329
YDR499W,0.00015,0.00011,0.00017,0.00020,0.00027,0.00031
YDR500C,0.00004,0.00002,0.00009,0.00006,0.00010,0.00007
YDR501W,0.00191,0.00163,0.00199,0.00231,0.00247,0.00218
YDR502C,0.00013,0.00006,0.00013,0.00014,0.00015,0.00014
YDR503C,0.00093,0.00079,0.00108,0.00110,0.00109,0.00118
YDR504C,0.00077,0.00010,0.00066,0.00049,0.00033,0.00047
YDR505C,0.00002,0.00001,0.00004,0.00002,0.00003,0.00003
YDR506C,0.00111,0.00104,0.00101,0.00135,0.00133,0.00137
YDR507C,0.00008,0.00002,0.00004,0.00003,0.00003,0.00003
YDR508C,0.00020,0.00015,0.00017,0.00016,0.00012,0.00010
YDR509W,0.00167,0.00165,0.00169,0.00152,0.00152,0.00182
YDR510C-A,0.00907,0.00387,0.01040,0.00852,0.00929,0.00941
YDR510W,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001
YDR511W,0.00068,0.00047,0.00087,0.00087,0.00091,0.00086
YDR512C,0.00737,0.00700,0.00767,0.01012,0.01061,0.00875
YDR513W,0.00013,0.00003,0.00026,0.00019,0.00020,0.00020
YDR514C,0.00054,0.00029,0.00076,0.00090,0.00115,0.00081
YDR515W,0.00004,0.00002,0.00001,0.00002,0.00002,0.00002
YDR516C,0.00007,0.00007,0.00008,0.00012,0.00011,0.00008
YDR517W,0.00005,0.00005,0.00007,0.00006,0.00006,0.00005
YDR518W,0.00029,0.00026,0.00042,0.00066,0.00053,0.00055
YDR519W,0.00011,0.00006,0.00014,0.00011,0.00013,0.00013
YDR520C,0.00184,0.00160,0.00196,0.00246,0.00262,0.00256
YDR521W,0.00210,0.00112,0.00192,0.00153,0.00146,0.00161
YDR522C,0.00122,0.00156,0.00174,0.00216,0.00218,0.00185
YDR523C,0.00011,0.00016,0.00023,0.00025,0.00013,0.00012
YDR524C-A,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001
YDR524C-B,0.00015,0.00008,0.00013,0.00022,0.00017,0.00018
YDR524C,0.00025,0.00020,0.00020,0.00013,0.00009,0.00012
YDR524W-C,0.37772,0.41642,0.49222,0.60005,0.58568,0.58626
YDR525W-A,0.00011,0.00003,0.00006,0.00004,0.00005,0.00006
YDR525W,0.00044,0.00038,0.00039,0.00043,0.00042,0.00048
YDR526C,0.00752,0.00222,0.00646,0.00365,0.00379,0.00462
YDR527W,0.00033,0.00044,0.00066,0.00090,0.00106,0.00077
YDR528W,0.00023,0.00010,0.00033,0.00032,0.00030,0.00043
YDR529C,0.00007,0.00003,0.00006,0.00009,0.00010,0.00005
YDR530C,0.00007,0.00008,0.00012,0.00020,0.00019,0.00022
YDR531W,0.00015,0.00001,0.00023,0.00013,0.00013,0.00015
YDR532C,0.00164,0.00061,0.00300,0.00232,0.00286,0.00317
YDR533C,0.00205,0.00145,0.00249,0.00242,0.00221,0.00209
YDR535C,0.00022,0.00016,0.00014,0.00015,0.00020,0.00022
YDR536W,0.00364,0.00280,0.00390,0.00277,0.00251,0.00237
YDR537C,0.00537,0.00475,0.00488,0.00452,0.00435,0.00460
YDR538W,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000
YDR539W,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001
YDR540C,0.00009,0.00011,0.00015,0.00019,0.00017,0.00018
YDR541C,0.00010,0.00005,0.00013,0.00008,0.00007,0.00008
YDR545C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YEL001C,0.00098,0.00106,0.00096,0.00137,0.00134,0.00133
YEL002C,0.00077,0.00011,0.00126,0.00070,0.00071,0.00096
YEL003W,0.00057,0.00037,0.00120,0.00116,0.00156,0.00151
YEL004W,0.00044,0.00019,0.00038,0.00039,0.00040,0.00051
YEL005C,0.00013,0.00021,0.00019,0.00030,0.00032,0.00030
YEL006W,0.00002,0.00002,0.00002,0.00003,0.00001,0.00003
YEL007W,0.00008,0.00006,0.00011,0.00014,0.00016,0.00014
YEL008C-A,0.00013,0.00009,0.00011,0.00003,0.00005,0.00007
YEL008W,0.00119,0.00112,0.00110,0.00071,0.00060,0.00063
YEL009C-A,0.00008,0.00004,0.00003,0.00006,0.00006,0.00005
YEL009C,0.00016,0.00010,0.00017,0.00016,0.00018,0.00013
YEL010W,0.00043,0.00050,0.00048,0.00067,0.00067,0.00075
YEL011W,0.00196,0.00167,0.00406,0.00442,0.00401,0.00382
YEL012W,0.00017,0.00012,0.00034,0.00033,0.00035,0.00031
YEL013W,0.00031,0.00022,0.00026,0.00012,0.00007,0.00004
YEL014C,0.00244,0.00120,0.00340,0.00270,0.00291,0.00298
YEL015W,0.00028,0.00023,0.00015,0.00018,0.00021,0.00018
YEL016C,0.00509,0.00534,0.00491,0.00486,0.00486,0.00432
YEL017C-A,0.00015,0.00004,0.00012,0.00007,0.00010,0.00009
YEL017W,0.00039,0.00028,0.00049,0.00061,0.00080,0.00073
YEL018C-A,0.00688,0.00170,0.00605,0.00338,0.00289,0.00373
YEL018W,0.00002,0.00002,0.00006,0.00006,0.00005,0.00010
YEL019C,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000
YEL020C-B,0.02997,0.01310,0.03925,0.04132,0.04266,0.04025
YEL020C,0.00090,0.00081,0.00161,0.00301,0.00271,0.00227
YEL020W-A,0.00003,0.00002,0.00004,0.00004,0.00006,0.00001
YEL021W,0.00007,0.00004,0.00009,0.00010,0.00008,0.00010
YEL022W,0.00002,0.00001,0.00002,0.00003,0.00003,0.00002
YEL023C,0.00090,0.00057,0.00187,0.00240,0.00253,0.00254
YEL024W,0.00005,0.00003,0.00004,0.00006,0.00006,0.00007
YEL025C,0.00001,0.00001,0.00001,0.00001,0.00003,0.00001
YEL026W,0.00018,0.00007,0.00043,0.00037,0.00045,0.00039
YEL027W,0.00004,0.00002,0.00002,0.00002,0.00006,0.00001
YEL028W,0.00036,0.00038,0.00051,0.00062,0.00054,0.00060
YEL029C,0.00024,0.00005,0.00050,0.00028,0.00025,0.00031
YEL030C-A,0.00081,0.00044,0.00079,0.00051,0.00059,0.00053
YEL030W,0.00012,0.00016,0.00024,0.00027,0.00030,0.00034
YEL031W,0.00002,0.00003,0.00003,0.00002,0.00004,0.00005
YEL032C-A,0.00391,0.00336,0.00378,0.00362,0.00415,0.00396
YEL032W,0.00003,0.00002,0.00002,0.00002,0.00002,0.00003
YEL034C-A,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
YEL034W,0.00041,0.00032,0.00035,0.00032,0.00035,0.00031
YEL035C,0.00020,0.00017,0.00018,0.00019,0.00018,0.00020
YEL036C,0.00013,0.00006,0.00009,0.00013,0.00011,0.00009
YEL037C,0.00023,0.00013,0.00020,0.00018,0.00019,0.00019
YEL038W,0.00008,0.00004,0.00012,0.00012,0.00012,0.00007
YEL039C,0.00005,0.00003,0.00018,0.00021,0.00028,0.00024
YEL040W,0.00004,0.00002,0.00005,0.00007,0.00007,0.00005
YEL041W,0.00069,0.00082,0.00152,0.00334,0.00326,0.00291
YEL042W,0.00091,0.00060,0.00054,0.00041,0.00039,0.00040
YEL043W,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001
YEL044W,0.00007,0.00005,0.00007,0.00007,0.00009,0.00009
YEL045C,0.00024,0.00012,0.00021,0.00015,0.00021,0.00024
YEL046C,0.00006,0.00005,0.00003,0.00005,0.00005,0.00006
YEL047C,0.00002,0.00002,0.00005,0.00004,0.00007,0.00005
YEL048C,0.00006,0.00004,0.00002,0.00002,0.00002,0.00002
YEL049W,0.00084,0.00056,0.00089,0.00075,0.00081,0.00104
YEL050C,0.00002,0.00000,0.00004,0.00002,0.00003,0.00003
YEL050W-A,0.00663,0.00308,0.01029,0.01024,0.01199,0.01098
YEL051W,0.00001,0.00001,0.00005,0.00001,0.00003,0.00002
YEL052W,0.00004,0.00002,0.00003,0.00003,0.00002,0.00001
YEL053C,0.00003,0.00001,0.00002,0.00003,0.00002,0.00003
YEL053W-A,0.11952,0.10880,0.16349,0.18924,0.20573,0.20879
YEL054C,0.00006,0.00004,0.00006,0.00007,0.00010,0.00005
YEL055C,0.00467,0.00445,0.00436,0.00431,0.00414,0.00410
YEL056W,0.00132,0.00075,0.00226,0.00174,0.00178,0.00198
YEL057C,0.00062,0.00051,0.00087,0.00085,0.00099,0.00098
YEL058W,0.00040,0.00017,0.00075,0.00047,0.00044,0.00040
YEL059C-A,0.00024,0.00019,0.00020,0.00017,0.00014,0.00016
YEL059W,0.00059,0.00027,0.00052,0.00042,0.00043,0.00042
YEL060C,0.00036,0.00020,0.00025,0.00029,0.00027,0.00031
YEL061C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002
YEL062W,0.00002,0.00003,0.00005,0.00003,0.00004,0.00005
YEL063C,0.00008,0.00005,0.00006,0.00007,0.00005,0.00009
YEL064C,0.00029,0.00040,0.00039,0.00062,0.00041,0.00037
YEL065W,0.00029,0.00011,0.00042,0.00047,0.00047,0.00052
YEL066W,0.00011,0.00067,0.00129,0.00044,0.00010,0.00024
YEL067C,0.00810,0.00627,0.00865,0.00782,0.00923,0.00749
YEL068C,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001
YEL069C,0.00111,0.00076,0.00094,0.00055,0.00025,0.00014
YEL070W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YEL071W,0.00005,0.00003,0.00006,0.00004,0.00005,0.00005
YEL072W,0.00005,0.00002,0.00004,0.00007,0.00009,0.00006
YEL073C,0.00147,0.00137,0.00121,0.00157,0.00159,0.00163
YEL077W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER001W,0.00001,0.00001,0.00003,0.00002,0.00001,0.00003
YER002W,0.00017,0.00009,0.00037,0.00052,0.00044,0.00055
YER003C,0.00002,0.00001,0.00002,0.00002,0.00003,0.00001
YER004W,0.00007,0.00007,0.00008,0.00007,0.00009,0.00006
YER005W,0.00085,0.00108,0.00132,0.00170,0.00186,0.00189
YER006C-A,0.00156,0.00051,0.00276,0.00171,0.00216,0.00202
YER006W,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001
YER007C-A,0.00005,0.00005,0.00012,0.00011,0.00011,0.00013
YER007W,0.00095,0.00046,0.00167,0.00136,0.00145,0.00164
YER008C,0.00025,0.00026,0.00039,0.00058,0.00061,0.00060
YER009W,0.00002,0.00002,0.00003,0.00003,0.00005,0.00003
YER010C,0.00963,0.00680,0.02255,0.02513,0.02904,0.02655
YER012W,0.00002,0.00001,0.00003,0.00001,0.00002,0.00002
YER013W,0.00001,0.00002,0.00002,0.00001,0.00001,0.00000
YER014C-A,0.01568,0.01071,0.01079,0.00543,0.00508,0.00486
YER014W,0.00002,0.00001,0.00003,0.00001,0.00002,0.00000
YER015W,0.00001,0.00001,0.00003,0.00001,0.00002,0.00000
YER016W,0.00004,0.00002,0.00002,0.00003,0.00003,0.00004
YER018C,0.00209,0.00208,0.00347,0.00445,0.00515,0.00476
YER019C-A,0.00055,0.00038,0.00074,0.00094,0.00113,0.00119
YER019W,0.00677,0.00440,0.01163,0.01104,0.01279,0.01218
YER021W,0.00003,0.00001,0.00003,0.00003,0.00002,0.00001
YER022W,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002
YER023C-A,0.02670,0.02365,0.02727,0.02846,0.03105,0.03220
YER023W,0.00022,0.00020,0.00018,0.00017,0.00020,0.00012
YER024W,0.00014,0.00015,0.00024,0.00054,0.00080,0.00083
YER025W,0.00004,0.00002,0.00005,0.00003,0.00004,0.00003
YER026C,0.00007,0.00004,0.00011,0.00009,0.00011,0.00012
YER027C,0.00007,0.00008,0.00015,0.00009,0.00005,0.00006
YER028C,0.00047,0.00044,0.00044,0.00075,0.00077,0.00085
YER029C,0.00002,0.00001,0.00001,0.00003,0.00002,0.00002
YER030W,0.00049,0.00020,0.00088,0.00070,0.00079,0.00085
YER031C,0.00003,0.00001,0.00004,0.00004,0.00004,0.00002
YER032W,0.00006,0.00005,0.00008,0.00010,0.00010,0.00011
YER033C,0.00014,0.00012,0.00014,0.00015,0.00013,0.00015
YER034W,0.00003,0.00002,0.00004,0.00005,0.00004,0.00006
YER035W,0.00004,0.00004,0.00002,0.00003,0.00002,0.00005
YER036C,0.00006,0.00004,0.00006,0.00005,0.00005,0.00004
YER037W,0.00352,0.00320,0.00427,0.00360,0.00357,0.00397
YER038C,0.00120,0.00030,0.00014,0.00013,0.00008,0.00007
YER038W-A,0.00619,0.00644,0.00474,0.00495,0.00420,0.00372
YER039C-A,0.00053,0.00027,0.00060,0.00048,0.00048,0.00040
YER039C,0.00035,0.00019,0.00029,0.00024,0.00025,0.00032
YER040W,0.00002,0.00001,0.00001,0.00001,0.00000,0.00002
YER041W,0.00008,0.00010,0.00017,0.00017,0.00019,0.00019
YER042W,0.00004,0.00003,0.00009,0.00005,0.00008,0.00007
YER043C,0.00013,0.00013,0.00015,0.00013,0.00015,0.00011
YER044C-A,0.00005,0.00004,0.00005,0.00005,0.00005,0.00003
YER044C,0.00002,0.00001,0.00003,0.00002,0.00001,0.00002
YER045C,0.00015,0.00018,0.00021,0.00017,0.00014,0.00013
YER046W-A,0.00250,0.00110,0.00211,0.00162,0.00166,0.00164
YER046W,0.00008,0.00008,0.00010,0.00011,0.00009,0.00007
YER047C,0.00006,0.00007,0.00006,0.00003,0.00006,0.00005
YER048C,0.00003,0.00001,0.00002,0.00002,0.00002,0.00003
YER048W-A,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001
YER049W,0.00004,0.00002,0.00005,0.00006,0.00006,0.00002
YER050C,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000
YER051W,0.00042,0.00048,0.00045,0.00060,0.00058,0.00049
YER052C,0.00003,0.00002,0.00004,0.00004,0.00006,0.00005
YER053C-A,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001
YER053C,0.00021,0.00021,0.00030,0.00057,0.00060,0.00061
YER054C,0.00018,0.00022,0.00020,0.00031,0.00033,0.00028
YER055C,0.00130,0.00088,0.00044,0.00027,0.00033,0.00032
YER056C-A,0.00044,0.00031,0.00106,0.00105,0.00120,0.00090
YER056C,0.00005,0.00004,0.00009,0.00006,0.00006,0.00003
YER057C,0.00056,0.00056,0.00081,0.00094,0.00098,0.00109
YER058W,0.00004,0.00002,0.00003,0.00003,0.00004,0.00005
YER059W,0.00017,0.00014,0.00034,0.00029,0.00026,0.00025
YER060W-A,0.00858,0.00577,0.00969,0.00741,0.00743,0.00812
YER060W,0.01306,0.00833,0.01488,0.01060,0.01121,0.01191
YER061C,0.00002,0.00001,0.00002,0.00002,0.00002,0.00003
YER062C,0.00349,0.00353,0.00520,0.00534,0.00685,0.00619
YER063W,0.00052,0.00044,0.00072,0.00053,0.00059,0.00065
YER064C,0.00051,0.00067,0.00057,0.00079,0.00085,0.00080
YER065C,0.00507,0.00566,0.00546,0.00398,0.00398,0.00413
YER066C-A,0.00321,0.00199,0.00297,0.00522,0.00459,0.00398
YER066W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER067C-A,0.00375,0.00208,0.00418,0.00779,0.00699,0.00630
YER067W,0.00011,0.00013,0.00014,0.00011,0.00012,0.00014
YER068C-A,0.03822,0.02912,0.02392,0.02241,0.02336,0.02380
YER068W,0.00032,0.00027,0.00025,0.00039,0.00037,0.00041
YER069W,0.00010,0.00006,0.00008,0.00010,0.00009,0.00011
YER070W,0.00005,0.00004,0.00003,0.00006,0.00004,0.00004
YER071C,0.00029,0.00035,0.00055,0.00068,0.00064,0.00064
YER072W,0.00040,0.00031,0.00038,0.00035,0.00033,0.00039
YER073W,0.00004,0.00002,0.00003,0.00003,0.00004,0.00003
YER074W-A,0.00004,0.00002,0.00008,0.00006,0.00010,0.00010
YER074W,0.00003,0.00001,0.00005,0.00007,0.00005,0.00004
YER075C,0.00021,0.00014,0.00023,0.00018,0.00022,0.00022
YER076C,0.00023,0.00023,0.00017,0.00016,0.00018,0.00022
YER076W-A,0.00147,0.00129,0.00153,0.00159,0.00170,0.00176
YER077C,0.00005,0.00003,0.00005,0.00002,0.00002,0.00003
YER078C,0.00030,0.00023,0.00038,0.00039,0.00032,0.00031
YER078W-A,0.00004,0.00001,0.00002,0.00003,0.00003,0.00002
YER079C-A,0.00803,0.00301,0.00594,0.00332,0.00322,0.00311
YER079W,0.00052,0.00058,0.00055,0.00077,0.00064,0.00064
YER080W,0.00004,0.00002,0.00003,0.00003,0.00003,0.00001
YER081W,0.00004,0.00003,0.00006,0.00005,0.00006,0.00004
YER082C,0.00090,0.00057,0.00166,0.00131,0.00140,0.00148
YER083C,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001
YER084W-A,0.00007,0.00002,0.00007,0.00003,0.00004,0.00005
YER084W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER085C,0.00007,0.00004,0.00005,0.00006,0.00009,0.00008
YER086W,0.00004,0.00002,0.00004,0.00004,0.00005,0.00004
YER087C-A,0.00659,0.00283,0.00800,0.00596,0.00561,0.00550
YER087C-B,0.00015,0.00011,0.00014,0.00007,0.00007,0.00008
YER087W,0.00061,0.00086,0.00060,0.00037,0.00034,0.00039
YER088C-A,0.00012,0.00008,0.00012,0.00016,0.00012,0.00021
YER088C,0.00090,0.00073,0.00077,0.00128,0.00138,0.00162
YER088W-B,0.00821,0.00703,0.00862,0.00857,0.00906,0.01119
YER089C,0.00034,0.00029,0.00029,0.00030,0.00028,0.00037
YER090C-A,0.01326,0.00929,0.01089,0.01058,0.01007,0.01063
YER090W,0.00004,0.00003,0.00005,0.00005,0.00006,0.00006
YER091C-A,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000
YER091C,0.00020,0.00010,0.00024,0.00026,0.00026,0.00019
YER092W,0.00009,0.00004,0.00012,0.00007,0.00006,0.00007
YER093C-A,0.00006,0.00003,0.00004,0.00005,0.00006,0.00007
YER093C,0.00386,0.00211,0.00542,0.00500,0.00530,0.00526
YER094C,0.00002,0.00002,0.00002,0.00002,0.00003,0.00002
YER095W,0.00010,0.00010,0.00011,0.00012,0.00016,0.00017
YER096W,0.00017,0.00013,0.00018,0.00029,0.00032,0.00028
YER097W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YER098W,0.00097,0.00100,0.00108,0.00095,0.00083,0.00096
YER099C,0.00025,0.00010,0.00052,0.00036,0.00043,0.00041
YER100W,0.00002,0.00001,0.00001,0.00003,0.00002,0.00002
YER101C,0.00007,0.00003,0.00009,0.00004,0.00009,0.00006
YER102W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER103W,0.00003,0.00001,0.00001,0.00001,0.00002,0.00001
YER104W,0.00011,0.00011,0.00007,0.00010,0.00009,0.00007
YER105C,0.00050,0.00037,0.00058,0.00050,0.00048,0.00038
YER106W,0.00002,0.00003,0.00004,0.00005,0.00004,0.00003
YER107C,0.00009,0.00006,0.00018,0.00017,0.00017,0.00011
YER107W-A,0.00561,0.00344,0.00515,0.00441,0.00441,0.00450
YER109C,0.00012,0.00014,0.00010,0.00026,0.00029,0.00022
YER110C,0.00009,0.00006,0.00009,0.00006,0.00008,0.00009
YER111C,0.00009,0.00005,0.00016,0.00038,0.00037,0.00031
YER112W,0.00017,0.00006,0.00045,0.00036,0.00047,0.00046
YER113C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000
YER114C,0.00002,0.00004,0.00003,0.00004,0.00005,0.00005
YER115C,0.00002,0.00002,0.00002,0.00001,0.00002,0.00002
YER116C,0.00004,0.00003,0.00002,0.00004,0.00004,0.00004
YER117W,0.00002,0.00001,0.00005,0.00004,0.00005,0.00009
YER118C,0.00008,0.00007,0.00007,0.00007,0.00009,0.00005
YER119C-A,0.01521,0.01501,0.01387,0.01492,0.01799,0.01590
YER119C,0.00072,0.00070,0.00080,0.00078,0.00102,0.00092
YER120W,0.00023,0.00011,0.00021,0.00013,0.00014,0.00010
YER121W,0.00040,0.00024,0.00046,0.00052,0.00045,0.00050
YER123W,0.00006,0.00006,0.00009,0.00057,0.00042,0.00028
YER124C,0.00123,0.00094,0.00137,0.00104,0.00083,0.00078
YER125W,0.00004,0.00002,0.00003,0.00003,0.00003,0.00003
YER126C,0.00004,0.00001,0.00002,0.00002,0.00002,0.00002
YER127W,0.00004,0.00001,0.00003,0.00004,0.00003,0.00003
YER128W,0.00006,0.00003,0.00002,0.00004,0.00007,0.00005
YER129W,0.00006,0.00006,0.00009,0.00014,0.00013,0.00011
YER130C,0.00002,0.00002,0.00003,0.00003,0.00001,0.00002
YER131W,0.00017,0.00007,0.00016,0.00009,0.00008,0.00008
YER132C,0.00022,0.00025,0.00031,0.00028,0.00021,0.00021
YER133W-A,0.00905,0.00627,0.01057,0.01040,0.01114,0.01061
YER133W,0.00003,0.00001,0.00003,0.00002,0.00001,0.00001
YER134C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER135C,0.00014,0.00016,0.00022,0.00023,0.00022,0.00020
YER136W,0.00004,0.00002,0.00002,0.00004,0.00001,0.00001
YER137C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER137W-A,0.00194,0.00044,0.00199,0.00101,0.00074,0.00107
YER139C,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000
YER140W,0.00002,0.00001,0.00000,0.00002,0.00002,0.00004
YER141W,0.00212,0.00095,0.00167,0.00074,0.00064,0.00064
YER142C,0.00081,0.00036,0.00140,0.00164,0.00195,0.00191
YER143W,0.00037,0.00030,0.00031,0.00035,0.00034,0.00032
YER144C,0.00010,0.00011,0.00026,0.00027,0.00030,0.00038
YER145C-A,0.01189,0.00790,0.01534,0.01649,0.01745,0.01666
YER145C,0.00018,0.00009,0.00010,0.00012,0.00013,0.00009
YER146W,0.00037,0.00023,0.00057,0.00052,0.00063,0.00053
YER147C-A,0.02309,0.00985,0.02383,0.01813,0.01739,0.01948
YER147C,0.00116,0.00102,0.00097,0.00090,0.00089,0.00099
YER148W-A,0.00648,0.00261,0.00631,0.00447,0.00432,0.00502
YER148W,0.00001,0.00001,0.00000,0.00000,0.00000,0.00001
YER149C,0.00052,0.00013,0.00137,0.00107,0.00128,0.00118
YER150W,0.00049,0.00020,0.00036,0.00027,0.00025,0.00039
YER151C,0.00005,0.00003,0.00004,0.00002,0.00005,0.00002
YER152C,0.00001,0.00001,0.00002,0.00002,0.00002,0.00004
YER152W-A,0.00587,0.00409,0.00495,0.00602,0.00689,0.00777
YER153C,0.00098,0.00041,0.00070,0.00071,0.00075,0.00108
YER154W,0.00088,0.00031,0.00209,0.00156,0.00179,0.00204
YER155C,0.00014,0.00007,0.00027,0.00018,0.00023,0.00024
YER156C,0.00010,0.00009,0.00014,0.00016,0.00017,0.00017
YER157W,0.00000,0.00001,0.00001,0.00002,0.00002,0.00003
YER158C,0.00028,0.00022,0.00043,0.00014,0.00014,0.00014
YER158W-A,0.02323,0.00423,0.01738,0.00795,0.00694,0.00784
YER159C,0.00149,0.00170,0.00086,0.00046,0.00043,0.00036
YER161C,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001
YER162C,0.00021,0.00018,0.00020,0.00026,0.00021,0.00020
YER163C,0.00027,0.00027,0.00020,0.00019,0.00014,0.00011
YER164W,0.00005,0.00004,0.00007,0.00007,0.00009,0.00008
YER165C-A,0.00326,0.00265,0.00367,0.00312,0.00334,0.00332
YER165W,0.00011,0.00005,0.00012,0.00007,0.00010,0.00010
YER166W,0.00006,0.00002,0.00006,0.00003,0.00005,0.00004
YER167W,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001
YER168C,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001
YER169W,0.00010,0.00011,0.00013,0.00017,0.00016,0.00013
YER170W,0.00023,0.00015,0.00021,0.00024,0.00028,0.00024
YER171W,0.00027,0.00017,0.00040,0.00034,0.00050,0.00048
YER172C-A,0.00240,0.00104,0.00227,0.00148,0.00145,0.00169
YER172C,0.00120,0.00109,0.00124,0.00130,0.00114,0.00102
YER173W,0.00008,0.00007,0.00011,0.00011,0.00007,0.00004
YER174C,0.00015,0.00003,0.00017,0.00012,0.00014,0.00014
YER175C,0.00022,0.00011,0.00022,0.00031,0.00041,0.00031
YER175W-A,0.00089,0.00100,0.00106,0.00153,0.00173,0.00163
YER176W,0.00192,0.00252,0.00260,0.00248,0.00194,0.00245
YER177W,0.00026,0.00022,0.00026,0.00033,0.00031,0.00029
YER178W,0.00008,0.00007,0.00007,0.00005,0.00007,0.00005
YER179W,0.00136,0.00138,0.00184,0.00157,0.00140,0.00126
YER180C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YER180C,0.00001,0.00001,0.00002,0.00003,0.00002,0.00000
YER181C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002
YER182W,0.00075,0.00035,0.00164,0.00159,0.00193,0.00166
YER183C,0.00141,0.00030,0.00253,0.00149,0.00174,0.00165
YER184C,0.00046,0.00037,0.00036,0.00037,0.00034,0.00031
YER185W,0.00043,0.00023,0.00057,0.00026,0.00027,0.00025
YER186C,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001
YER187W,0.00016,0.00016,0.00013,0.00018,0.00018,0.00015
YER188C-A,0.00007,0.00004,0.00008,0.00008,0.00007,0.00008
YER188W,0.00008,0.00006,0.00009,0.00004,0.00005,0.00002
YER190C-B,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YFL001W,0.00005,0.00004,0.00006,0.00003,0.00002,0.00002
YFL002C,0.00010,0.00008,0.00011,0.00014,0.00012,0.00011
YFL003C,0.00048,0.00056,0.00067,0.00089,0.00102,0.00078
YFL004W,0.00009,0.00011,0.00011,0.00007,0.00007,0.00008
YFL005W,0.00005,0.00002,0.00007,0.00007,0.00009,0.00009
YFL007W,0.00044,0.00035,0.00052,0.00057,0.00053,0.00058
YFL008W,0.00012,0.00014,0.00011,0.00020,0.00021,0.00024
YFL009W,0.00002,0.00001,0.00003,0.00006,0.00006,0.00004
YFL010C,0.00003,0.00002,0.00004,0.00001,0.00002,0.00002
YFL011W,0.00011,0.00004,0.00010,0.00012,0.00012,0.00010
YFL012W-A,0.00298,0.00088,0.00236,0.00131,0.00113,0.00132
YFL012W,0.00006,0.00008,0.00010,0.00007,0.00006,0.00006
YFL013C,0.00249,0.00055,0.00012,0.00038,0.00040,0.00024
YFL013W-A,0.01781,0.00462,0.01467,0.00831,0.00732,0.00814
YFL014W,0.00013,0.00002,0.00000,0.00001,0.00001,0.00002
YFL015C,0.00006,0.00002,0.00004,0.00007,0.00009,0.00005
YFL015W-A,0.00003,0.00000,0.00000,0.00001,0.00001,0.00001
YFL016C,0.00010,0.00004,0.00012,0.00007,0.00008,0.00008
YFL017C,0.00132,0.00101,0.00254,0.00216,0.00239,0.00228
YFL017W-A,0.00088,0.00028,0.00144,0.00103,0.00129,0.00116
YFL018C,0.00018,0.00006,0.00015,0.00017,0.00018,0.00015
YFL019C,0.00046,0.00033,0.00050,0.00042,0.00031,0.00027
YFL021C-A,0.02801,0.02525,0.02407,0.02980,0.03131,0.03478
